Анечка-199038304-14:31:56.121523-/start
Анечка-199038304-14:32:20.602527-1
Анечка-199038304-14:32:24.751725-1
Анечка-199038304-14:32:26.654091-34
Анечка-199038304-14:32:28.721344-4
Анечка-199038304-14:32:31.751531-2
Анечка-199038304-14:33:00.922251-1
Анечка-199038304-14:34:47.823035-/start
Анечка-199038304-14:34:56.020350-1
Анечка-199038304-14:35:00.277385-1
Анечка-199038304-14:35:19.913462-506
Анечка-199038304-14:35:22.762663-234
Анечка-199038304-14:35:26.156090-3
Анечка-199038304-14:37:07.140086-/start
Анечка-199038304-14:37:12.178222-1
Анечка-199038304-14:37:15.731281-1
Анечка-199038304-14:37:19.080283-345
Анечка-199038304-14:37:20.789394-456
Анечка-199038304-14:37:24.292576-3
Анечка-199038304-10-11-2022 14:42 - /start
Анечка-199038304-10-11-2022 14:42 - 1
Анечка-199038304-10-11-2022 14:42 - 2
Анечка-199038304-10-11-2022 14:42 - 2
Анечка-199038304-10-11-2022 14:42 - dsdsd
Анечка-199038304-10-11-2022 14:42 - 44
Анечка-199038304-10-11-2022 14:42 - htht
Анечка-199038304-10-11-2022 14:42 - 4345
Анечка-199038304-10-11-2022 14:42 - 43
Анечка-199038304-10-11-2022 14:42 - 2
Анечка-199038304-10-11-2022 14:43 - /start
Анечка-199038304-10-11-2022 14:43 - 5555
Анечка-199038304-10-11-2022 14:43 - 3
Анечка-199038304-10-11-2022 14:44 - /start
Анечка-199038304-10-11-2022 14:44 - 1
Анечка-199038304-10-11-2022 14:44 - 1
Анечка-199038304-10-11-2022 14:44 - 456
Анечка-199038304-10-11-2022 14:45 - 5454
Анечка-199038304-10-11-2022 14:45 - 5
Анечка-199038304-10-11-2022 14:45 - уу
Анечка-199038304-10-11-2022 14:45 - 1
10-11-2022 14:45 - Анечка Выражение: 456 + 5454 = 5910
Аня-949590869-10-11-2022 14:47 - /start
Аня-949590869-10-11-2022 14:47 - 1
Аня-949590869-10-11-2022 14:47 - 1
Аня-949590869-10-11-2022 14:47 - 15
Аня-949590869-10-11-2022 14:47 - 4
Аня-949590869-10-11-2022 14:48 - 8
10-11-2022 14:48 - Аня Выражение: 15 % 4 = 3
Аня-949590869-10-11-2022 14:48 - 1
Аня-949590869-10-11-2022 14:48 - 2
Аня-949590869-10-11-2022 14:48 - 66
Аня-949590869-10-11-2022 14:48 - 4
Аня-949590869-10-11-2022 14:48 - 87
Аня-949590869-10-11-2022 14:48 - 5
Аня-949590869-10-11-2022 14:48 - 1
10-11-2022 14:48 - Аня Выражение: (66+4j) + (87+5j) = (153+9j)
Аня-949590869-10-11-2022 14:49 - 2
Аня-949590869-10-11-2022 14:49 - /start
Аня-949590869-10-11-2022 14:49 - Нет
Аня-949590869-10-11-2022 14:49 - 7
Анечка-199038304-10-11-2022 14:53 - /start
Анечка-199038304-10-11-2022 14:53 - 1
Анечка-199038304-10-11-2022 14:54 - 1
Анечка-199038304-10-11-2022 14:54 - 23
Анечка-199038304-10-11-2022 14:54 - 34
Анечка-199038304-10-11-2022 14:54 - 1
10-11-2022 14:54 - Анечка Выражение: 23 + 34 = 57
Анечка-199038304-10-11-2022 14:54 - 2
Анечка-199038304 : 10-11-2022 15:02 - /start
Анечка-199038304 : 10-11-2022 15:03 - 1
Анечка-199038304 : 10-11-2022 15:03 - 1
Анечка-199038304 : 10-11-2022 15:03 - 2
Анечка-199038304 : 10-11-2022 15:03 - 0
Анечка-199038304 : 10-11-2022 15:03 - 4
Анечка - 10-11-2022 15:03 - Ошибка!: 2 невозможно поделить на 0!
Анечка-199038304 : 10-11-2022 15:03 - 1
Анечка-199038304 : 10-11-2022 15:03 - 1
Анечка-199038304 : 10-11-2022 15:03 - -98
Анечка-199038304 : 10-11-2022 15:03 - 2
Анечка-199038304 : 10-11-2022 15:03 - 6
Анечка - 10-11-2022 15:03 - Ошибка!: Невозможно найти квадратный корень числа -98!
Анечка-199038304 : 10-11-2022 15:04 - 1
Анечка-199038304 : 10-11-2022 15:05 - 1
Анечка-199038304 : 10-11-2022 15:05 - 3
Анечка-199038304 : 10-11-2022 15:05 - 3
Анечка-199038304 : 10-11-2022 15:05 - 0
Анечка-199038304 : 10-11-2022 15:06 - 2
Анечка-199038304 : 10-11-2022 15:06 - -32
Анечка-199038304 : 10-11-2022 15:06 - -4
Анечка-199038304 : 10-11-2022 15:06 - 0
Анечка-199038304 : 10-11-2022 15:06 - 0
Анечка-199038304 : 10-11-2022 15:06 - 6
Анечка - 10-11-2022 15:06 - Выражение: (-32-4j) ** 0.5 = (0.35286753406497906-5.6678492831582155j)
Анечка-199038304 : 10-11-2022 15:06 - 1
Анечка-199038304 : 10-11-2022 15:06 - 1
Анечка-199038304 : 10-11-2022 15:06 - 23
Анечка-199038304 : 10-11-2022 15:06 - 0
Анечка-199038304 : 10-11-2022 15:06 - 7
Анечка - 10-11-2022 15:06 - Ошибка!: 23 невозможно поделить на 0!
Анечка-199038304 : 10-11-2022 15:06 - 2
Анечка-199038304 : 10-11-2022 15:09 - /start
Анечка-199038304 : 10-11-2022 15:09 - 1
Анечка-199038304 : 10-11-2022 15:09 - 1
Анечка-199038304 : 10-11-2022 15:09 - 23
Анечка-199038304 : 10-11-2022 15:09 - 34
Анечка-199038304 : 10-11-2022 15:09 - 8
Анечка-199038304 : 10-11-2022 15:09 - Выражение: 23 % 34 = 23
Анечка-199038304 : 10-11-2022 15:09 - 1
Анечка-199038304 : 10-11-2022 15:09 - dfdf
Анечка-199038304 : 10-11-2022 15:10 - q
Анечка-199038304 : 10-11-2022 15:10 - /start
Анечка-199038304 : 10-11-2022 15:10 - 1
Анечка-199038304 : 10-11-2022 15:10 - 1
Анечка-199038304 : 10-11-2022 15:10 - 34
Анечка-199038304 : 10-11-2022 15:10 - fdff
Анечка-199038304 : 10-11-2022 15:10 - 66
Анечка-199038304 : 10-11-2022 15:10 - 0
Анечка-199038304 : 10-11-2022 15:10 - 1
Анечка-199038304 : 10-11-2022 15:10 - 456
Анечка-199038304 : 10-11-2022 15:10 - 567
Анечка-199038304 : 10-11-2022 15:10 - 4
Анечка-199038304 : 10-11-2022 15:10 - Выражение: 456 / 567 = 0.8042328042328042
Анечка-199038304 : 10-11-2022 15:10 - 2
